,edition,application_type,application_number,product_number,exclusivity_code,exclusivity_expiration,active_ingredient,trade_name,observation_count
6462,1998,N/A,019537,003,I-188,2000-06-03,CIPROFLOXACIN HYDROCHLORIDE,CIPRO,1
6463,1998,N/A,019537,004,I-157,1999-04-08,CIPROFLOXACIN HYDROCHLORIDE,CIPRO,1
6464,1998,N/A,019537,004,I-164,1999-09-11,CIPROFLOXACIN HYDROCHLORIDE,CIPRO,1
6465,1998,N/A,019537,004,I-167,1999-10-10,CIPROFLOXACIN HYDROCHLORIDE,CIPRO,1
6466,1998,N/A,019537,004,I-188,2000-06-03,CIPROFLOXACIN HYDROCHLORIDE,CIPRO,1
6467,1998,N/A,019558,001,I-141,1998-11-24,LISINOPRIL,PRINIVIL,1
6468,1998,N/A,019558,002,I-141,1998-11-24,LISINOPRIL,PRINIVIL,1
6469,1998,N/A,019558,003,I-141,1998-11-24,LISINOPRIL,PRINIVIL,1
6470,1998,N/A,019558,004,I-141,1998-11-24,LISINOPRIL,PRINIVIL,1
6471,1998,N/A,019558,006,I-141,1998-11-24,LISINOPRIL,PRINIVIL,1
6472,1998,N/A,019594,002,I-147,1999-03-29,URSODIOL,ACTIGALL,1
6473,1998,N/A,019596,001,I-146,1999-02-28,GADOPENTETATE DIMEGLUMINE,MAGNEVIST,1
6474,1998,N/A,019627,002,NP,1999-06-11,PROPOFOL,DIPRIVAN,1
6475,1998,N/A,019640,001,I-161,1999-08-01,"SOMATROPIN, BIOSYNTHETIC",HUMATROPE,1
6476,1998,N/A,019640,001,I-182,1999-12-30,"SOMATROPIN, BIOSYNTHETIC",HUMATROPE,1
6477,1998,N/A,019640,001,ODE,2003-12-30,"SOMATROPIN, BIOSYNTHETIC",HUMATROPE,1
6478,1998,N/A,019640,004,I-161,1999-08-01,"SOMATROPIN, BIOSYNTHETIC",HUMATROPE,1
6479,1998,N/A,019640,004,I-182,1999-12-30,"SOMATROPIN, BIOSYNTHETIC",HUMATROPE,1
6480,1998,N/A,019640,004,ODE,2003-12-30,"SOMATROPIN, BIOSYNTHETIC",HUMATROPE,1
6481,1998,N/A,019643,002,I-117,1998-02-08,LOVASTATIN,MEVACOR,1
6482,1998,N/A,019643,003,I-117,1998-02-08,LOVASTATIN,MEVACOR,1
6483,1998,N/A,019643,004,I-117,1998-02-08,LOVASTATIN,MEVACOR,1
6484,1998,N/A,019649,001,NCE,1998-09-17,RIMANTADINE HYDROCHLORIDE,FLUMADINE,1
6485,1998,N/A,019650,001,NCE,1998-09-17,RIMANTADINE HYDROCHLORIDE,FLUMADINE,1
6486,1998,N/A,019651,001,I-203,2000-08-18,MESALAMINE,ASACOL,1
6487,1998,N/A,019658,001,I-136,1998-09-20,LORATADINE,CLARITIN,1
6488,1998,N/A,019658,001,NCE,1998-04-12,LORATADINE,CLARITIN,1
6489,1998,N/A,019660,001,I-183,2000-03-06,NEDOCROMIL SODIUM,TILADE,1
6490,1998,N/A,019668,001,I-96,1998-02-06,DOXAZOSIN MESYLATE,CARDURA,1
6491,1998,N/A,019668,002,I-96,1998-02-06,DOXAZOSIN MESYLATE,CARDURA,1
6492,1998,N/A,019668,003,I-96,1998-02-06,DOXAZOSIN MESYLATE,CARDURA,1
6493,1998,N/A,019668,004,I-96,1998-02-06,DOXAZOSIN MESYLATE,CARDURA,1
6494,1998,N/A,019670,001,NCE,1998-04-12,LORATADINE,CLARITIN-D,1
6495,1998,N/A,019672,001,NP,1999-03-29,BROMPHENIRAMINE MALEATE,EFIDAC 24 PSEUDOEPHEDRINE HCL/BROMPHE,1
6496,1998,N/A,019675,001,I-120,1998-03-29,RANITIDINE HYDROCHLORIDE,ZANTAC,1
6497,1998,N/A,019680,001,I-181,1999-06-20,DIVALPROEX SODIUM,DEPAKOTE,1
6498,1998,N/A,019697,001,I-177,1999-12-31,ETHINYL ESTRADIOL,ORTHO TRI-CYCLEN,1
6499,1998,N/A,019697,002,I-177,1999-12-31,ETHINYL ESTRADIOL,ORTHO TRI-CYCLEN,1
6500,1998,N/A,019700,001,I-176,1999-12-31,KETOROLAC TROMETHAMINE,ACULAR,1
6501,1998,N/A,019710,005,I-131,1998-06-21,IOVERSOL,OPTIRAY 350,1
6502,1998,N/A,019721,001,NS,1998-05-08,"SOMATROPIN, BIOSYNTHETIC",NORDITROPIN,1
6503,1998,N/A,019721,002,NS,1998-05-08,"SOMATROPIN, BIOSYNTHETIC",NORDITROPIN,1
6504,1998,N/A,019726,001,I-139,1998-12-18,GOSERELIN ACETATE,ZOLADEX,1
6505,1998,N/A,019726,001,I-191,2000-06-27,GOSERELIN ACETATE,ZOLADEX,1
6506,1998,N/A,019735,001,I-174,1999-12-19,OFLOXACIN,FLOXIN,1
6507,1998,N/A,019735,002,I-174,1999-12-19,OFLOXACIN,FLOXIN,1
6508,1998,N/A,019735,003,I-174,1999-12-19,OFLOXACIN,FLOXIN,1
6509,1998,N/A,019766,001,I-128,1998-06-30,SIMVASTATIN,ZOCOR,1
6510,1998,N/A,019766,002,I-128,1998-06-30,SIMVASTATIN,ZOCOR,1
6511,1998,N/A,019766,003,I-128,1998-06-30,SIMVASTATIN,ZOCOR,1
6512,1998,N/A,019766,004,I-128,1998-06-30,SIMVASTATIN,ZOCOR,1
6513,1998,N/A,019777,001,I-141,1998-11-24,LISINOPRIL,ZESTRIL,1
6514,1998,N/A,019777,002,I-141,1998-11-24,LISINOPRIL,ZESTRIL,1
6515,1998,N/A,019777,003,I-141,1998-11-24,LISINOPRIL,ZESTRIL,1
6516,1998,N/A,019777,004,I-141,1998-11-24,LISINOPRIL,ZESTRIL,1
6517,1998,N/A,019777,005,I-141,1998-11-24,LISINOPRIL,ZESTRIL,1
6518,1998,N/A,019785,001,I-142,1998-12-14,TECHNETIUM TC-99M SESTAMIBI KIT,CARDIOLITE,1
6519,1998,N/A,019785,003,I-190,2000-05-23,TECHNETIUM TC-99M SESTAMIBI KIT,MIRALUMA,1
6520,1998,N/A,019787,001,I-156,1999-06-14,AMLODIPINE BESYLATE,NORVASC,1
6521,1998,N/A,019787,002,I-156,1999-06-14,AMLODIPINE BESYLATE,NORVASC,1
6522,1998,N/A,019787,003,I-156,1999-06-14,AMLODIPINE BESYLATE,NORVASC,1
6523,1998,N/A,019798,001,I-162,1999-05-20,TRIAMCINOLONE ACETONIDE,NASACORT,1
6524,1998,N/A,019810,001,I-130,1998-06-22,OMEPRAZOLE,PRILOSEC,1
6525,1998,N/A,019810,001,I-23,1999-03-22,OMEPRAZOLE,PRILOSEC,1
6526,1998,N/A,019810,003,I-23,1999-03-22,OMEPRAZOLE,PRILOSEC,1
6527,1998,N/A,019815,001,NCE,2001-09-06,MIDODRINE HYDROCHLORIDE,PROAMATINE,1
6528,1998,N/A,019815,002,NCE,2001-09-06,MIDODRINE HYDROCHLORIDE,PROAMATINE,1
6529,1998,N/A,019821,001,NE,1999-10-28,ACITRETIN,SORIATANE,1
6530,1998,N/A,019821,002,NE,1999-10-28,ACITRETIN,SORIATANE,1
6531,1998,N/A,019828,001,I-200,2000-08-18,OXICONAZOLE NITRATE,OXISTAT,1
6532,1998,N/A,019829,001,I-124,1998-04-07,TECHNETIUM TC-99M EXAMETAZIME KIT,CERETEC,1
6533,1998,N/A,019835,001,NCE,2000-12-08,CETIRIZINE HYDROCHLORIDE,ZYRTEC,1
6534,1998,N/A,019835,002,NCE,2000-12-08,CETIRIZINE HYDROCHLORIDE,ZYRTEC,1
6535,1998,N/A,019836,001,ODE,1998-12-24,HISTRELIN ACETATE,SUPPRELIN,1
6536,1998,N/A,019836,002,ODE,1998-12-24,HISTRELIN ACETATE,SUPPRELIN,1
6537,1998,N/A,019836,003,ODE,1998-12-24,HISTRELIN ACETATE,SUPPRELIN,1
6538,1998,N/A,019839,001,I-102,1999-10-25,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6539,1998,N/A,019839,001,I-193,2000-07-08,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6540,1998,N/A,019839,001,I-208,2000-10-10,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6541,1998,N/A,019839,002,I-102,1999-10-25,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6542,1998,N/A,019839,002,I-193,2000-07-08,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6543,1998,N/A,019839,002,I-208,2000-10-10,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6544,1998,N/A,019839,003,I-102,1999-10-25,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6545,1998,N/A,019839,003,I-193,2000-07-08,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6546,1998,N/A,019839,003,I-208,2000-10-10,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6547,1998,N/A,019839,004,I-102,1999-10-25,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6548,1998,N/A,019839,004,I-193,2000-07-08,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6549,1998,N/A,019839,004,I-208,2000-10-10,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6550,1998,N/A,019839,005,I-102,1999-10-25,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6551,1998,N/A,019839,005,I-193,2000-07-08,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6552,1998,N/A,019839,005,I-208,2000-10-10,SERTRALINE HYDROCHLORIDE,ZOLOFT,1
6553,1998,N/A,019842,001,I-123,1998-03-24,IBUPROFEN,MOTRIN,1
6554,1998,N/A,019847,001,I-167,1999-10-10,CIPROFLOXACIN,CIPRO,1
6555,1998,N/A,019847,001,I-179,1999-10-21,CIPROFLOXACIN,CIPRO,1
6556,1998,N/A,019847,001,I-201,2000-08-07,CIPROFLOXACIN,CIPRO,1
6557,1998,N/A,019857,001,I-167,1999-10-10,CIPROFLOXACIN,CIPRO IN DEXTROSE 5%,1
6558,1998,N/A,019857,001,I-179,1999-10-21,CIPROFLOXACIN,CIPRO IN DEXTROSE 5%,1
6559,1998,N/A,019857,001,I-201,2000-08-07,CIPROFLOXACIN,CIPRO IN DEXTROSE 5%,1
6560,1998,N/A,019858,001,I-167,1999-10-10,CIPROFLOXACIN,CIPRO IN SODIUM CHLORIDE 0.9%,1
6561,1998,N/A,019858,001,I-179,1999-10-21,CIPROFLOXACIN,CIPRO IN SODIUM CHLORIDE 0.9%,1
6562,1998,N/A,019858,001,I-201,2000-08-07,CIPROFLOXACIN,CIPRO IN SODIUM CHLORIDE 0.9%,1
6563,1998,N/A,019865,001,ODE,1999-10-30,SOTALOL HYDROCHLORIDE,BETAPACE,1
6564,1998,N/A,019865,002,ODE,1999-10-30,SOTALOL HYDROCHLORIDE,BETAPACE,1
6565,1998,N/A,019865,003,ODE,1999-10-30,SOTALOL HYDROCHLORIDE,BETAPACE,1
6566,1998,N/A,019865,004,ODE,1999-10-30,SOTALOL HYDROCHLORIDE,BETAPACE,1
6567,1998,N/A,019865,005,ODE,1999-10-30,SOTALOL HYDROCHLORIDE,BETAPACE,1
6568,1998,N/A,019881,001,NP,2000-02-07,BUTOCONAZOLE NITRATE,FEMSTAT ONE,1
6569,1998,N/A,019887,002,I-148,1999-03-05,PENTAMIDINE ISETHIONATE,NEBUPENT,1
6570,1998,N/A,019898,002,I-152,1999-03-22,PRAVASTATIN SODIUM,PRAVACHOL,1
6571,1998,N/A,019898,002,I-159,1999-07-02,PRAVASTATIN SODIUM,PRAVACHOL,1
6572,1998,N/A,019898,003,I-152,1999-03-22,PRAVASTATIN SODIUM,PRAVACHOL,1
6573,1998,N/A,019898,003,I-159,1999-07-02,PRAVASTATIN SODIUM,PRAVACHOL,1
6574,1998,N/A,019898,004,I-152,1999-03-22,PRAVASTATIN SODIUM,PRAVACHOL,1
6575,1998,N/A,019898,004,I-159,1999-07-02,PRAVASTATIN SODIUM,PRAVACHOL,1
6576,1998,N/A,019901,001,I-134,1998-08-22,RAMIPRIL,ALTACE,1
6577,1998,N/A,019901,002,I-134,1998-08-22,RAMIPRIL,ALTACE,1
6578,1998,N/A,019901,003,I-134,1998-08-22,RAMIPRIL,ALTACE,1
6579,1998,N/A,019901,004,I-134,1998-08-22,RAMIPRIL,ALTACE,1
6580,1998,N/A,019915,002,I-92,1998-05-02,FOSINOPRIL SODIUM,MONOPRIL,1
6581,1998,N/A,019915,003,I-92,1998-05-02,FOSINOPRIL SODIUM,MONOPRIL,1
6582,1998,N/A,019915,004,I-92,1998-05-02,FOSINOPRIL SODIUM,MONOPRIL,1
6583,1998,N/A,019918,001,I-170,1999-11-01,PERMETHRIN,NIX,1
6584,1998,N/A,019921,001,I-160,1999-05-22,OFLOXACIN,OCUFLOX,1
6585,1998,N/A,019921,001,ODE,2003-05-22,OFLOXACIN,OCUFLOX,1
6586,1998,N/A,019922,001,NCE,2002-09-23,FENOLDOPAM MESYLATE,CORLOPAM,1
6587,1998,N/A,019927,001,I-186,2000-05-30,KETOCONAZOLE,NIZORAL,1
6588,1998,N/A,019931,001,NDF,1999-12-23,SULFACETAMIDE SODIUM,KLARON,1
6589,1998,N/A,019961,002,ODE,1998-01-17,GALLIUM NITRATE,GANITE,1
6590,1998,N/A,019963,001,NP,1998-12-29,TRETINOIN,RENOVA,1
6591,1998,N/A,019998,002,ODE,1998-01-30,SUCCIMER,CHEMET,1
6592,1998,N/A,020007,001,I-151,1999-05-16,ONDANSETRON HYDROCHLORIDE,ZOFRAN,1
6593,1998,N/A,020011,001,I-119,1998-03-30,LEUPROLIDE ACETATE,LUPRON DEPOT,1
6594,1998,N/A,020013,001,I-173,1999-10-09,LOMEFLOXACIN HYDROCHLORIDE,MAXAQUIN,1
6595,1998,N/A,020031,001,I-150,1999-05-07,PAROXETINE HYDROCHLORIDE,PAXIL,1
6596,1998,N/A,020031,002,I-150,1999-05-07,PAROXETINE HYDROCHLORIDE,PAXIL,1
6597,1998,N/A,020031,003,I-150,1999-05-07,PAROXETINE HYDROCHLORIDE,PAXIL,1
6598,1998,N/A,020031,004,I-150,1999-05-07,PAROXETINE HYDROCHLORIDE,PAXIL,1
6599,1998,N/A,020031,005,I-150,1999-05-07,PAROXETINE HYDROCHLORIDE,PAXIL,1
6600,1998,N/A,020032,001,ODE,1998-07-01,BERACTANT,SURVANTA,1
6601,1998,N/A,020036,001,I-135,1998-09-01,PAMIDRONATE DISODIUM,AREDIA,1
6602,1998,N/A,020036,001,I-158,1999-07-16,PAMIDRONATE DISODIUM,AREDIA,1
6603,1998,N/A,020036,003,I-135,1998-09-01,PAMIDRONATE DISODIUM,AREDIA,1
6604,1998,N/A,020036,003,I-158,1999-07-16,PAMIDRONATE DISODIUM,AREDIA,1
6605,1998,N/A,020036,004,I-135,1998-09-01,PAMIDRONATE DISODIUM,AREDIA,1
6606,1998,N/A,020036,004,I-158,1999-07-16,PAMIDRONATE DISODIUM,AREDIA,1
6607,1998,N/A,020037,001,I-163,1999-07-23,DICLOFENAC SODIUM,VOLTAREN,1
6608,1998,N/A,020038,001,ODE,1998-04-18,FLUDARABINE PHOSPHATE,FLUDARA,1
6609,1998,N/A,020057,003,ODE,1998-04-05,ALGLUCERASE,CEREDASE,1
6610,1998,N/A,020059,001,I-126,1998-05-18,ADENOSINE,ADENOSCAN,1
6611,1998,N/A,020066,002,NP,1999-02-09,NICOTINE POLACRILEX,NICORETTE,1
6612,1998,N/A,020068,001,I-127,1998-06-16,FOSCARNET SODIUM,FOSCAVIR,1
6613,1998,N/A,020070,001,NCE,1998-09-09,TACRINE HYDROCHLORIDE,COGNEX,1
6614,1998,N/A,020070,002,NCE,1998-09-09,TACRINE HYDROCHLORIDE,COGNEX,1
6615,1998,N/A,020070,003,NCE,1998-09-09,TACRINE HYDROCHLORIDE,COGNEX,1
6616,1998,N/A,020070,004,NCE,1998-09-09,TACRINE HYDROCHLORIDE,COGNEX,1
6617,1998,N/A,020075,001,I-153,1999-06-14,BACLOFEN,LIORESAL,1
6618,1998,N/A,020075,001,ODE,1999-06-17,BACLOFEN,LIORESAL,1
6619,1998,N/A,020075,002,I-153,1999-06-14,BACLOFEN,LIORESAL,1
6620,1998,N/A,020075,002,ODE,1999-06-17,BACLOFEN,LIORESAL,1
6621,1998,N/A,020083,001,I-155,1998-09-28,ITRACONAZOLE,SPORANOX,1
6622,1998,N/A,020083,001,I-178,1999-12-06,ITRACONAZOLE,SPORANOX,1
6623,1998,N/A,020084,001,NCE,1999-03-25,IOBENGUANE SULFATE I 131,IOBENGUANE SULFATE I 131,1
6624,1998,N/A,020084,001,ODE,2001-03-25,IOBENGUANE SULFATE I 131,IOBENGUANE SULFATE I 131,1
6625,1998,N/A,020087,001,I-174,1999-12-19,OFLOXACIN,FLOXIN IN DEXTROSE 5%,1
6626,1998,N/A,020087,002,I-174,1999-12-19,OFLOXACIN,FLOXIN,1
6627,1998,N/A,020087,003,I-174,1999-12-19,OFLOXACIN,FLOXIN,1
6628,1998,N/A,020087,004,I-174,1999-12-19,OFLOXACIN,FLOXIN IN DEXTROSE 5%,1
6629,1998,N/A,020087,005,I-174,1999-12-19,OFLOXACIN,FLOXIN IN DEXTROSE 5%,1
6630,1998,N/A,020091,001,NCE,1998-08-13,PERFLUBRON,IMAGENT,1
6631,1998,N/A,020095,001,I-120,1998-03-29,RANITIDINE HYDROCHLORIDE,ZANTAC 150,1
6632,1998,N/A,020095,002,I-120,1998-03-29,RANITIDINE HYDROCHLORIDE,ZANTAC 300,1
6633,1998,N/A,020103,001,D-27,1998-04-10,ONDANSETRON HYDROCHLORIDE,ZOFRAN,1
6634,1998,N/A,020103,001,I-9,1998-04-19,ONDANSETRON HYDROCHLORIDE,ZOFRAN,1
6635,1998,N/A,020103,002,D-27,1998-04-10,ONDANSETRON HYDROCHLORIDE,ZOFRAN,1
6636,1998,N/A,020103,002,I-9,1998-04-19,ONDANSETRON HYDROCHLORIDE,ZOFRAN,1
6637,1998,N/A,020105,001,ODE,1998-12-31,LIOTHYRONINE SODIUM,TRIOSTAT,1
6638,1998,N/A,020111,001,NP,2000-09-11,CHLORHEXIDINE GLUCONATE,DYNA-HEX,1
6639,1998,N/A,020114,001,NCE,2001-11-01,AZELASTINE HYDROCHLORIDE,ASTELIN,1
6640,1998,N/A,020119,001,ODE,1999-07-14,TENIPOSIDE,VUMON,1
6641,1998,N/A,020122,001,ODE,1998-10-11,PENTOSTATIN,NIPENT,1
6642,1998,N/A,020123,001,D-29,1999-02-05,GADODIAMIDE,OMNISCAN,1
6643,1998,N/A,020123,001,I-144,1999-02-05,GADODIAMIDE,OMNISCAN,1
6644,1998,N/A,020123,001,I-145,1999-02-05,GADODIAMIDE,OMNISCAN,1
6645,1998,N/A,020123,001,NCE,1998-01-08,GADODIAMIDE,OMNISCAN,1
6646,1998,N/A,020130,001,NP,1999-10-09,ETHINYL ESTRADIOL,ESTROSTEP 21,1
6647,1998,N/A,020130,002,NP,1999-10-09,ETHINYL ESTRADIOL,ESTROSTEP FE,1
6648,1998,N/A,020134,001,NCE,1998-06-18,"STRONTIUM CHLORIDE, SR-89",METASTRON,1
6649,1998,N/A,020135,001,I-123,1998-03-24,IBUPROFEN,MOTRIN,1
6650,1998,N/A,020135,002,I-123,1998-03-24,IBUPROFEN,MOTRIN,1
6651,1998,N/A,020136,001,I-206,2000-09-09,TORSEMIDE,DEMADEX,1
6652,1998,N/A,020136,001,NCE,1998-08-23,TORSEMIDE,DEMADEX,1
6653,1998,N/A,020136,002,I-206,2000-09-09,TORSEMIDE,DEMADEX,1
6654,1998,N/A,020136,002,NCE,1998-08-23,TORSEMIDE,DEMADEX,1
6655,1998,N/A,020136,003,I-206,2000-09-09,TORSEMIDE,DEMADEX,1
6656,1998,N/A,020136,003,NCE,1998-08-23,TORSEMIDE,DEMADEX,1
6657,1998,N/A,020136,004,I-206,2000-09-09,TORSEMIDE,DEMADEX,1
6658,1998,N/A,020136,004,NCE,1998-08-23,TORSEMIDE,DEMADEX,1
6659,1998,N/A,020137,002,I-206,2000-09-09,TORSEMIDE,DEMADEX,1
6660,1998,N/A,020137,002,NCE,1998-08-23,TORSEMIDE,DEMADEX,1
6661,1998,N/A,020148,001,NDF,2000-12-08,DIHYDROERGOTAMINE MESYLATE,MIGRANAL,1
6662,1998,N/A,020151,001,NCE,1998-12-28,VENLAFAXINE HYDROCHLORIDE,EFFEXOR,1
6663,1998,N/A,020151,002,NCE,1998-12-28,VENLAFAXINE HYDROCHLORIDE,EFFEXOR,1
6664,1998,N/A,020151,003,NCE,1998-12-28,VENLAFAXINE HYDROCHLORIDE,EFFEXOR,1
6665,1998,N/A,020151,004,NCE,1998-12-28,VENLAFAXINE HYDROCHLORIDE,EFFEXOR,1
6666,1998,N/A,020151,005,NCE,1998-12-28,VENLAFAXINE HYDROCHLORIDE,EFFEXOR,1
6667,1998,N/A,020151,006,NCE,1998-12-28,VENLAFAXINE HYDROCHLORIDE,EFFEXOR,1
6668,1998,N/A,020152,001,NCE,1999-12-22,NEFAZODONE HYDROCHLORIDE,SERZONE,1
6669,1998,N/A,020152,002,NCE,1999-12-22,NEFAZODONE HYDROCHLORIDE,SERZONE,1
6670,1998,N/A,020152,003,NCE,1999-12-22,NEFAZODONE HYDROCHLORIDE,SERZONE,1
6671,1998,N/A,020152,004,NCE,1999-12-22,NEFAZODONE HYDROCHLORIDE,SERZONE,1
6672,1998,N/A,020152,005,NCE,1999-12-22,NEFAZODONE HYDROCHLORIDE,SERZONE,1
6673,1998,N/A,020152,006,NCE,1999-12-22,NEFAZODONE HYDROCHLORIDE,SERZONE,1
6674,1998,N/A,020162,001,NCE,2001-05-23,CORTICORELIN OVINE TRIFLUTATE,ACTHREL,1
6675,1998,N/A,020164,001,I-118,1998-03-09,ENOXAPARIN SODIUM,LOVENOX,1
6676,1998,N/A,020164,001,I-192,2000-05-06,ENOXAPARIN SODIUM,LOVENOX,1
6677,1998,N/A,020164,001,NCE,1998-03-29,ENOXAPARIN SODIUM,LOVENOX,1
6678,1998,N/A,020165,004,NP,1999-08-02,NICOTINE,NICODERM CQ,1
6679,1998,N/A,020165,005,NP,1999-08-02,NICOTINE,NICODERM CQ,1
6680,1998,N/A,020165,006,NP,1999-08-02,NICOTINE,NICODERM CQ,1
6681,1998,N/A,020168,001,I-182,1999-12-30,"SOMATROPIN, BIOSYNTHETIC",NUTROPIN,1
6682,1998,N/A,020168,001,ODE,2003-12-30,"SOMATROPIN, BIOSYNTHETIC",NUTROPIN,1
6683,1998,N/A,020168,002,I-182,1999-12-30,"SOMATROPIN, BIOSYNTHETIC",NUTROPIN,1
6684,1998,N/A,020168,002,ODE,2003-12-30,"SOMATROPIN, BIOSYNTHETIC",NUTROPIN,1
6685,1998,N/A,020169,001,NCE,2001-09-19,NILUTAMIDE,NILANDRON,1
6686,1998,N/A,020182,001,ODE,1999-12-16,LEVOCARNITINE,CARNITOR,1
6687,1998,N/A,020184,001,NCE,1998-12-30,PERINDOPRIL ERBUMINE,ACEON,1
6688,1998,N/A,020184,002,NCE,1998-12-30,PERINDOPRIL ERBUMINE,ACEON,1
6689,1998,N/A,020184,003,NCE,1998-12-30,PERINDOPRIL ERBUMINE,ACEON,1
6690,1998,N/A,020189,001,NCE,1998-07-29,FELBAMATE,FELBATOL,1
6691,1998,N/A,020189,001,ODE,2000-07-29,FELBAMATE,FELBATOL,1
6692,1998,N/A,020189,002,NCE,1998-07-29,FELBAMATE,FELBATOL,1
6693,1998,N/A,020189,002,ODE,2000-07-29,FELBAMATE,FELBATOL,1
6694,1998,N/A,020189,003,NCE,1998-07-29,FELBAMATE,FELBATOL,1
6695,1998,N/A,020189,003,ODE,2000-07-29,FELBAMATE,FELBATOL,1
6696,1998,N/A,020191,001,NCE,1998-09-23,LODOXAMIDE TROMETHAMINE,ALOMIDE,1
6697,1998,N/A,020191,001,ODE,2000-09-23,LODOXAMIDE TROMETHAMINE,ALOMIDE,1
6698,1998,N/A,020192,001,I-180,2000-01-21,TERBINAFINE HYDROCHLORIDE,LAMISIL,1
6699,1998,N/A,020192,001,NCE,1999-12-30,TERBINAFINE HYDROCHLORIDE,LAMISIL,1
6700,1998,N/A,020193,001,NCE,2001-09-26,PENTOSAN POLYSULFATE SODIUM,ELMIRON,1
6701,1998,N/A,020193,001,ODE,2003-09-26,PENTOSAN POLYSULFATE SODIUM,ELMIRON,1
6702,1998,N/A,020199,001,ODE,1999-06-19,ZALCITABINE,HIVID,1
6703,1998,N/A,020199,002,ODE,1999-06-19,ZALCITABINE,HIVID,1
6704,1998,N/A,020207,001,ODE,1999-11-18,MELPHALAN HYDROCHLORIDE,ALKERAN,1
6705,1998,N/A,020210,001,NCE,1998-07-29,CISAPRIDE MONOHYDRATE,PROPULSID,1
6706,1998,N/A,020210,002,NCE,1998-07-29,CISAPRIDE MONOHYDRATE,PROPULSID,1
6707,1998,N/A,020212,001,NCE,2000-05-26,DEXRAZOXANE HYDROCHLORIDE,ZINECARD,1
6708,1998,N/A,020212,001,ODE,2002-05-26,DEXRAZOXANE HYDROCHLORIDE,ZINECARD,1
6709,1998,N/A,020212,002,NCE,2000-05-26,DEXRAZOXANE HYDROCHLORIDE,ZINECARD,1
6710,1998,N/A,020212,002,ODE,2002-05-26,DEXRAZOXANE HYDROCHLORIDE,ZINECARD,1
6711,1998,N/A,020214,001,NCE,1999-03-17,ROCURONIUM BROMIDE,ZEMURON (P/F),1
6712,1998,N/A,020214,002,NCE,1999-03-17,ROCURONIUM BROMIDE,ZEMURON,1
6713,1998,N/A,020219,001,NCE,1998-11-10,LEVOCABASTINE HYDROCHLORIDE,LIVOSTIN,1
6714,1998,N/A,020220,001,NCE,2000-05-10,IOPROMIDE,ULTRAVIST 370,1
6715,1998,N/A,020220,002,NCE,2000-05-10,IOPROMIDE,ULTRAVIST 300,1
6716,1998,N/A,020220,003,NCE,2000-05-10,IOPROMIDE,ULTRAVIST 240,1
6717,1998,N/A,020220,004,NCE,2000-05-10,IOPROMIDE,ULTRAVIST 150,1
6718,1998,N/A,020221,001,I-149,1999-03-15,AMIFOSTINE,ETHYOL,1
6719,1998,N/A,020221,001,NCE,2000-12-08,AMIFOSTINE,ETHYOL,1
6720,1998,N/A,020221,001,ODE,2002-12-08,AMIFOSTINE,ETHYOL,1
6721,1998,N/A,020227,002,NCE,2002-05-23,ARDEPARIN SODIUM,NORMIFLO,1
6722,1998,N/A,020229,001,NCE,1998-02-26,CLADRIBINE,LEUSTATIN,1
6723,1998,N/A,020229,001,ODE,2000-02-26,CLADRIBINE,LEUSTATIN,1
6724,1998,N/A,020231,001,NC,2000-07-11,SODIUM FLUORIDE,COLGATE TOTAL,1
6725,1998,N/A,020233,001,NCE,1999-02-14,BUDESONIDE,RHINOCORT,1
6726,1998,N/A,020235,001,NCE,1998-12-30,GABAPENTIN,NEURONTIN,1
6727,1998,N/A,020235,002,NCE,1998-12-30,GABAPENTIN,NEURONTIN,1
6728,1998,N/A,020235,003,NCE,1998-12-30,GABAPENTIN,NEURONTIN,1
6729,1998,N/A,020236,001,NCE,1999-02-04,SALMETEROL XINAFOATE,SEREVENT,1
6730,1998,N/A,020237,001,ODE,2001-03-22,PILOCARPINE HYDROCHLORIDE,SALAGEN,1
6731,1998,N/A,020238,001,I-137,1998-11-15,CIMETIDINE,TAGAMET HB,1
6732,1998,N/A,020238,001,NS,1998-06-19,CIMETIDINE,TAGAMET HB,1
6733,1998,N/A,020238,002,I-137,1998-11-15,CIMETIDINE,TAGAMET HB,1
6734,1998,N/A,020238,002,NS,1998-06-19,CIMETIDINE,TAGAMET HB,1
6735,1998,N/A,020239,001,NCE,1998-12-29,GRANISETRON HYDROCHLORIDE,KYTRIL,1
6736,1998,N/A,020240,001,NCE,1999-12-29,SPIRAPRIL HYDROCHLORIDE,RENORMAX,1
